Unnamed: 0,patient,node,x_coord,y_coord,tumor,slide,center,split
151128,75,4,2272,38144,1,39,3,0
36484,22,4,14976,17376,1,13,1,0
421257,99,4,21024,7840,0,49,4,0
192100,96,0,34048,12160,1,48,4,0
204025,96,0,37856,6720,1,48,4,0
126592,73,1,3392,41696,1,38,3,0
253568,17,2,19104,18272,0,8,0,1
225421,99,4,18688,3840,1,49,4,0
272100,20,2,4416,31104,0,10,1,0
59032,51,2,20640,17664,1,28,2,0
182686,96,0,38016,5184,1,48,4,0
377909,73,1,6880,20128,0,38,3,0
264929,39,1,14176,33664,0,19,1,0
196619,96,0,32608,8512,1,48,4,1
177834,96,0,25984,4256,1,48,4,0
240886,16,1,12256,20640,0,6,0,0
14399,15,1,8704,37664,1,4,0,0
164596,96,0,24256,11392,1,48,4,0
200226,96,0,23424,12192,1,48,4,0
437789,99,4,12672,14880,0,49,4,0
67472,51,2,21120,18368,1,28,2,0
424216,88,1,14208,8608,0,45,4,0
317111,52,1,17472,11392,0,29,2,0
306571,51,2,26080,11488,0,28,2,0
316692,41,0,6208,18592,0,21,2,0
444922,96,0,19648,6112,0,48,4,0
136090,73,1,16128,18208,1,38,3,0
210228,96,0,24448,5824,1,48,4,0
144451,75,4,6528,40640,1,39,3,0
442507,86,4,32928,13568,0,43,4,0
342608,62,2,4640,20160,0,32,3,0
211417,96,0,22624,8672,1,48,4,0
93168,73,1,17280,19456,1,38,3,0
11404,12,0,3008,24832,1,3,0,0
222522,99,4,20864,4320,1,49,4,0
44208,34,3,17888,23296,1,16,1,0
147667,75,4,2336,38336,1,39,3,0
367547,60,3,15008,24896,0,30,3,0
274688,22,4,14432,18368,0,13,1,0
255345,9,1,15232,40704,0,1,0,1
97996,73,1,16096,18432,1,38,3,0
219034,99,4,19264,2720,1,49,4,0
24010,17,2,10336,37792,1,8,0,0
334586,64,0,6880,34336,0,33,3,0
12378,12,0,4768,26688,1,3,0,0
35650,22,4,13632,38816,1,13,1,0
259776,24,2,14176,31392,0,15,1,0
6248,12,0,6976,27296,1,3,0,0
244190,17,2,8704,19168,0,8,0,0
5595,12,0,6080,26624,1,3,0,0
381966,64,0,7616,34624,0,33,3,0
438796,86,0,30432,9216,0,42,4,0
128712,73,1,5248,39552,1,38,3,0
419370,81,4,17920,12640,0,41,4,0
374981,67,4,2720,37856,0,35,3,0
79084,51,2,29728,12672,1,28,2,0
29628,17,4,5440,9344,1,9,0,0
263584,20,2,3456,38272,0,10,1,0
359685,61,4,16064,37184,0,31,3,1
163877,96,0,21760,7584,1,48,4,0
210969,96,0,21152,6016,1,48,4,0
316546,48,1,18176,22176,0,27,2,0
45173,34,3,18432,24384,1,16,1,0
65205,51,2,28832,15296,1,28,2,0
261230,24,2,20800,3968,0,15,1,0
430010,89,3,26432,1088,0,46,4,0
423885,87,0,3360,8832,0,44,4,0
37290,22,4,16064,20928,1,13,1,0
307981,42,3,17888,9088,0,22,2,1
227604,99,4,21024,1984,1,49,4,0
205072,96,0,27168,5344,1,48,4,0
349104,68,1,6816,20608,0,36,3,0
399886,88,1,21536,13696,0,45,4,0
406402,88,1,3872,17600,0,45,4,0
327785,62,2,13152,17824,0,32,3,1
198551,96,0,33984,8960,1,48,4,0
408287,80,1,36768,9920,0,40,4,0
396733,86,4,15648,22048,0,43,4,0
444138,86,0,10912,9184,0,42,4,0
63033,51,2,18016,20832,1,28,2,0
374920,66,2,6112,31136,0,34,3,1
39662,22,4,12128,16256,1,13,1,0
261580,20,2,21888,11328,0,10,1,0
94682,73,1,8192,43904,1,38,3,0
211823,96,0,33216,7584,1,48,4,0
171452,96,0,37376,10848,1,48,4,0
384198,87,0,4096,9728,0,44,4,0
299527,51,2,27200,9920,0,28,2,0
291931,51,2,8960,14368,0,28,2,0
117465,73,1,17088,19712,1,38,3,1
204983,96,0,38336,10272,1,48,4,0
92267,67,4,17312,35872,1,35,3,0
392178,88,1,7808,11648,0,45,4,0
359163,68,1,15648,28608,0,36,3,0
203078,96,0,38944,7936,1,48,4,0
78795,51,2,31040,12576,1,28,2,0
127952,73,1,18656,18240,1,38,3,0
74347,51,2,29856,13920,1,28,2,0
216333,96,0,21312,5600,1,48,4,1
226343,99,4,21376,2368,1,49,4,1
164731,96,0,26752,9504,1,48,4,0
228354,17,1,11424,27392,0,7,0,0
127859,73,1,19776,17824,1,38,3,0
30874,20,4,16416,30592,1,11,1,0
348336,75,4,7552,14752,0,39,3,0
174560,96,0,32288,7680,1,48,4,0
159967,92,1,32064,17856,1,47,4,0
434991,87,0,41600,3200,0,44,4,0
236353,15,2,3200,28864,0,5,0,0
181430,96,0,25088,5056,1,48,4,0
193975,96,0,32160,10208,1,48,4,0
877,10,4,18432,16256,1,2,0,0
56877,51,2,31264,12608,1,28,2,0
454864,86,4,18400,9920,0,43,4,0
183639,96,0,35488,5408,1,48,4,0
77829,51,2,20960,19680,1,28,2,0
177797,96,0,38688,4480,1,48,4,0
316640,44,4,9664,13760,0,23,2,0
135129,73,1,20288,18240,1,38,3,0
72922,51,2,32736,12064,1,28,2,0
198558,96,0,35616,8704,1,48,4,0
319303,68,1,17312,17184,0,36,3,0
131200,73,1,7744,41760,1,38,3,1
74780,51,2,31936,12416,1,28,2,0
371980,60,3,16640,36448,0,30,3,0
371636,62,2,10464,31488,0,32,3,0
356142,60,3,15968,37024,0,30,3,0
100735,73,1,2848,39392,1,38,3,0
185459,96,0,37248,6816,1,48,4,0
276673,51,2,21056,8320,0,28,2,0
221859,99,4,20064,2720,1,49,4,0
235941,15,1,12352,36128,0,4,0,0
372317,72,0,15552,37152,0,37,3,0
408850,96,0,39648,4800,0,48,4,0
93809,73,1,4000,41632,1,38,3,0
101087,73,1,1728,43072,1,38,3,0
432743,92,1,26976,7680,0,47,4,0
145275,75,4,2272,39456,1,39,3,0
78181,51,2,30144,13056,1,28,2,0
25306,17,2,11328,38240,1,8,0,0
377718,60,3,15424,27328,0,30,3,0
102745,73,1,4032,38848,1,38,3,0
80321,51,2,29152,12768,1,28,2,0
142669,75,4,2176,37920,1,39,3,0
261900,24,2,18112,34368,0,15,1,0
315895,44,4,9440,11872,0,23,2,0
358223,72,0,12544,28960,0,37,3,0
155445,92,1,32352,19392,1,47,4,0
304444,45,1,9632,12864,0,24,2,1
418953,86,0,16960,10240,0,42,4,0
10431,12,0,5888,26240,1,3,0,0
283242,51,2,4480,15968,0,28,2,0
451882,86,4,39616,16032,0,43,4,0
11681,12,0,6400,25344,1,3,0,0
212134,96,0,33344,4640,1,48,4,0
360585,75,4,5056,22656,0,39,3,0
267096,21,3,12768,13600,0,12,1,0
165307,96,0,38112,5184,1,48,4,0
343472,60,3,17792,40512,0,30,3,0
177093,96,0,32512,11648,1,48,4,0
239391,17,2,9696,19360,0,8,0,0
341604,60,3,17024,27488,0,30,3,0
453015,88,1,3808,6112,0,45,4,0
193159,96,0,38592,10048,1,48,4,1
223142,99,4,20544,3008,1,49,4,0
284282,44,4,4512,9600,0,23,2,0
224806,99,4,19616,5152,1,49,4,0
88674,52,1,23488,8160,1,29,2,0
344278,73,1,15168,37952,0,38,3,0
265782,20,2,6016,13344,0,10,1,0
177052,96,0,38816,9184,1,48,4,0
316025,40,2,25920,11008,0,20,2,0
422819,87,0,40032,11776,0,44,4,0
441926,81,4,20096,4928,0,41,4,0
16160,15,1,9824,36000,1,4,0,0
454828,86,0,8128,14848,0,42,4,0
77560,51,2,29952,12704,1,28,2,0
329777,67,4,15840,49152,0,35,3,0
118426,73,1,7040,42080,1,38,3,0
383419,86,4,29888,7744,0,43,4,0
168008,96,0,32800,4384,1,48,4,0
330004,75,4,4544,40000,0,39,3,0
315941,45,1,23328,12000,0,24,2,1
284037,52,1,25344,19648,0,29,2,0
240302,17,1,13152,25600,0,7,0,0
278960,52,1,14048,14976,0,29,2,0
138562,73,1,5120,43648,1,38,3,0
258739,24,2,12000,10688,0,15,1,0
287418,44,4,6272,3936,0,23,2,0
117785,73,1,3840,40352,1,38,3,0
447163,86,4,6272,14048,0,43,4,0
77651,51,2,18272,20192,1,28,2,0
153659,75,4,3456,39136,1,39,3,0
171342,96,0,37216,8160,1,48,4,0
198317,96,0,31488,8576,1,48,4,0
250287,10,4,16320,23264,0,2,0,1
272757,39,1,16832,30464,0,19,1,0
147775,75,4,3040,40576,1,39,3,0
105562,73,1,3712,39488,1,38,3,0
68986,51,2,20672,19712,1,28,2,0
212009,96,0,27488,8928,1,48,4,0
268595,20,4,7904,37536,0,11,1,0
287208,44,4,5888,15968,0,23,2,0
251364,15,2,13792,22496,0,5,0,0
120322,73,1,2816,41440,1,38,3,0
426212,86,0,27648,7648,0,42,4,0
454961,81,4,18656,15776,0,41,4,0
80241,51,2,31488,13696,1,28,2,0
286372,46,3,9056,7072,0,25,2,0
449428,88,1,12192,7360,0,45,4,0
379668,68,1,7520,21408,0,36,3,0
13630,12,0,3200,26304,1,3,0,0
158305,92,1,33376,18176,1,47,4,0
28286,17,2,8928,20800,1,8,0,0
240640,17,2,11456,32352,0,8,0,0
44573,34,3,17568,24768,1,16,1,0
13579,12,0,3712,24736,1,3,0,1
13732,12,0,6528,26624,1,3,0,0
47768,42,3,9696,15840,1,22,2,0
6226,12,0,6976,27200,1,3,0,0
322500,62,2,20736,43424,0,32,3,0
325039,68,1,8128,21344,0,36,3,1
428326,81,4,8896,4096,0,41,4,0
382259,73,1,15680,36608,0,38,3,0
393178,86,0,23520,17792,0,42,4,0
398268,92,1,25600,9152,0,47,4,0
177762,96,0,22816,11872,1,48,4,0
98337,73,1,7488,41728,1,38,3,0
40123,22,4,16384,42400,1,13,1,0
368849,75,4,5280,39808,0,39,3,0
144414,75,4,1568,39488,1,39,3,0
18744,15,1,8576,36320,1,4,0,1
247035,16,1,12512,18144,0,6,0,0
46148,34,3,18176,24096,1,16,1,0
1905,12,0,2464,25376,1,3,0,0
425075,92,1,31808,8384,0,47,4,1
357601,60,3,16640,37472,0,30,3,0
180172,96,0,24640,3712,1,48,4,0
383989,81,4,18720,3840,0,41,4,0
217163,96,0,37632,8864,1,48,4,1
9237,12,0,6720,25984,1,3,0,0
195095,96,0,32640,8384,1,48,4,0
139008,73,1,7136,43808,1,38,3,0
317781,66,2,8544,22656,0,34,3,0
428073,81,4,6432,9312,0,41,4,0
225904,99,4,18784,3968,1,49,4,0
25523,17,2,11200,38496,1,8,0,0
257202,12,0,14720,18112,0,3,0,0
122218,73,1,3008,42496,1,38,3,0
288541,45,1,10336,17600,0,24,2,0
394334,86,0,5696,11968,0,42,4,0
195848,96,0,25920,12128,1,48,4,1
349518,66,2,7840,22176,0,34,3,0
383450,92,1,31552,3264,0,47,4,0
363122,60,3,17312,43840,0,30,3,0
44586,34,3,18688,23040,1,16,1,0
234401,9,1,16032,36544,0,1,0,0
336561,60,3,14976,41632,0,30,3,0
4826,12,0,6112,24576,1,3,0,0
416564,80,1,5952,20064,0,40,4,0
320258,60,3,19200,36896,0,30,3,0
147476,75,4,2272,37952,1,39,3,0
160692,92,1,32800,18400,1,47,4,0
23589,17,2,13408,37600,1,8,0,0
244137,15,2,4384,27744,0,5,0,0
204324,96,0,23712,9792,1,48,4,0
150036,75,4,15648,19392,1,39,3,0
169204,96,0,26272,5024,1,48,4,0
145499,75,4,1536,37696,1,39,3,0
220051,99,4,19808,4512,1,49,4,0
453869,87,0,38304,13952,0,44,4,0
293091,44,4,7232,16128,0,23,2,0
64070,51,2,19104,19104,1,28,2,0
324739,73,1,21312,36416,0,38,3,0
134355,73,1,16736,19360,1,38,3,0
250178,17,1,12032,28192,0,7,0,0
196977,96,0,36000,5152,1,48,4,0
303125,51,2,14080,22560,0,28,2,0
23595,17,2,8736,20768,1,8,0,1
196858,96,0,36768,4768,1,48,4,0
179101,96,0,33056,5440,1,48,4,0
46360,36,3,8192,11360,1,17,1,1
378699,68,1,13536,34848,0,36,3,0
276957,45,1,6816,13984,0,24,2,0
194147,96,0,33632,3200,1,48,4,1
373190,61,4,11104,37952,0,31,3,0
397417,99,4,26112,10752,0,49,4,0
49754,42,3,22496,6752,1,22,2,0
310763,45,1,6528,15552,0,24,2,0
329858,73,1,9824,38656,0,38,3,0
171628,96,0,32256,5088,1,48,4,0
347658,73,1,13760,19552,0,38,3,0
281853,45,1,20832,9504,0,24,2,0
260444,34,3,14848,26304,0,16,1,0
141988,75,4,1376,38368,1,39,3,0
351582,67,4,16416,49248,0,35,3,0
348652,73,1,8992,35232,0,38,3,0
447321,89,3,32992,9632,0,46,4,0
91040,62,2,17760,21760,1,32,3,0
272663,22,4,12480,22592,0,13,1,0
91605,62,2,17504,21472,1,32,3,1
103660,73,1,8000,43776,1,38,3,0
41711,22,4,12000,16032,1,13,1,0
186232,96,0,38336,7808,1,48,4,0
376201,72,0,12608,29728,0,37,3,0
167528,96,0,37312,6464,1,48,4,0
403473,86,4,8992,10944,0,43,4,0
421999,80,1,5184,15360,0,40,4,0
260093,21,3,3840,39456,0,12,1,1
440100,86,0,21760,18656,0,42,4,0
277970,45,1,7520,16448,0,24,2,0
364184,66,2,4544,27136,0,34,3,0
62203,51,2,16864,20320,1,28,2,0
374978,61,4,8704,35072,0,31,3,0
310016,41,0,22656,16320,0,21,2,0
15802,15,1,9568,36480,1,4,0,0
98243,73,1,7520,41952,1,38,3,0
422240,81,4,4320,6336,0,41,4,0
27247,17,2,7584,21728,1,8,0,1
226257,99,4,21248,2368,1,49,4,1
223286,99,4,19296,5184,1,49,4,1
58139,51,2,29856,14880,1,28,2,0
404675,81,4,20544,1312,0,41,4,0
443782,89,3,23840,5472,0,46,4,0
221448,99,4,20160,4928,1,49,4,0
73511,51,2,20992,19776,1,28,2,0
402253,86,0,20256,8864,0,42,4,0
395884,99,4,17920,5568,0,49,4,0
90800,62,2,17216,21376,1,32,3,0
367136,68,1,10112,29600,0,36,3,0
390298,89,3,31168,9664,0,46,4,0
123285,73,1,4160,41440,1,38,3,0
114051,73,1,6528,41536,1,38,3,0
109113,73,1,2432,40512,1,38,3,0
3441,12,0,6848,27072,1,3,0,0
423119,92,1,34208,14400,0,47,4,0
31305,20,4,17312,29568,1,11,1,0
248022,15,2,13824,22400,0,5,0,0
171467,96,0,31904,4608,1,48,4,0
21683,17,2,13952,38176,1,8,0,0
363389,68,1,13440,18048,0,36,3,0
160505,92,1,33216,18016,1,47,4,0
356847,62,2,21280,38944,0,32,3,0
382692,86,4,13888,18592,0,43,4,0
89106,52,1,22240,8832,1,29,2,1
430144,81,4,16896,17856,0,41,4,1
399397,92,1,25024,8000,0,47,4,1
27452,17,2,11072,37408,1,8,0,0
439982,96,0,25088,3264,0,48,4,1
181003,96,0,23328,12256,1,48,4,0
332688,72,0,10912,46464,0,37,3,0
235647,10,4,16832,28288,0,2,0,0
324082,67,4,8416,39808,0,35,3,0
366210,67,4,8992,32000,0,35,3,0
1541,12,0,4704,26816,1,3,0,0
217644,96,0,24608,6976,1,48,4,0
168489,96,0,23712,6368,1,48,4,1
240259,16,1,6336,30656,0,6,0,0
355548,73,1,16032,27104,0,38,3,0
17233,15,1,7840,36832,1,4,0,0
411329,81,4,19552,2368,0,41,4,0
302318,46,3,14496,7136,0,25,2,0
401999,92,1,31488,14880,0,47,4,0
34840,22,4,16384,20736,1,13,1,0
104825,73,1,16000,18624,1,38,3,0
375313,66,2,9568,19776,0,34,3,0
409733,96,0,20864,6912,0,48,4,0
215322,96,0,22048,3808,1,48,4,0
404444,89,3,25056,6400,0,46,4,0
65232,51,2,30880,12000,1,28,2,0
88203,52,1,22304,9824,1,29,2,0
361605,62,2,9056,16064,0,32,3,0
236947,9,1,8032,27680,0,1,0,0
447217,87,0,17184,9696,0,44,4,1
261825,20,2,4416,14816,0,10,1,1
336831,66,2,8608,24384,0,34,3,0
231046,15,1,11424,35552,0,4,0,1
139732,73,1,5760,43200,1,38,3,0
104246,73,1,6624,40704,1,38,3,0
177635,96,0,37440,8960,1,48,4,0
338679,62,2,22048,41536,0,32,3,0
311727,45,1,9792,17888,0,24,2,1
394637,87,0,40128,14976,0,44,4,0
345745,62,2,3648,35264,0,32,3,0
109629,73,1,6304,42016,1,38,3,0
343632,72,0,13984,45536,0,37,3,0
56791,51,2,27968,14400,1,28,2,0
429754,96,0,21696,3072,0,48,4,0
7296,12,0,4768,26784,1,3,0,0
68792,51,2,30816,12384,1,28,2,0
422877,88,1,32352,2816,0,45,4,0
212167,96,0,24896,6112,1,48,4,0
76577,51,2,30080,12864,1,28,2,0
239174,17,1,10848,24256,0,7,0,0
140967,75,4,2720,41184,1,39,3,0
431605,87,0,15008,5088,0,44,4,0
294611,52,1,10944,2432,0,29,2,0
31760,20,4,16320,29984,1,11,1,1
757,10,4,18560,16032,1,2,0,0
174918,96,0,38016,6560,1,48,4,0
430276,87,0,16864,12768,0,44,4,0
296194,48,1,20352,14592,0,27,2,0
348226,60,3,18976,41504,0,30,3,0
215715,96,0,33344,3904,1,48,4,0
180869,96,0,23552,5984,1,48,4,0
434557,81,4,23392,6912,0,41,4,0
426342,99,4,25632,9824,0,49,4,1
229527,10,4,15744,26304,0,2,0,0
343377,72,0,14592,27520,0,37,3,0
398403,88,1,13568,7008,0,45,4,0
11803,12,0,3392,24992,1,3,0,0
357036,62,2,4096,28032,0,32,3,0
68114,51,2,31712,13536,1,28,2,0
323031,64,0,10144,41152,0,33,3,0
161770,96,0,22720,9440,1,48,4,0
141655,75,4,1248,38176,1,39,3,0
66286,51,2,28416,14688,1,28,2,0
50686,42,3,22144,8768,1,22,2,0
79075,51,2,31488,13056,1,28,2,0
8406,12,0,4352,24448,1,3,0,0
337110,73,1,20192,21856,0,38,3,0
451071,87,0,39200,14656,0,44,4,0
33035,20,4,16224,29792,1,11,1,0
340403,73,1,20032,36000,0,38,3,0
180572,96,0,36416,5728,1,48,4,1
89197,52,1,22880,6816,1,29,2,0
358907,62,2,20736,41856,0,32,3,0
145178,75,4,16224,18912,1,39,3,0
87195,52,1,23872,7456,1,29,2,0
49053,42,3,9856,15744,1,22,2,0
104204,73,1,5120,42304,1,38,3,0
442855,89,3,27520,5728,0,46,4,0
200309,96,0,38400,7552,1,48,4,1
204423,96,0,37824,9472,1,48,4,1
163801,96,0,33280,7040,1,48,4,0
343257,67,4,7552,31104,0,35,3,0
413669,81,4,22624,3520,0,41,4,0
426277,92,1,30304,5056,0,47,4,1
210060,96,0,39552,7872,1,48,4,0
56453,51,2,31680,11232,1,28,2,0
199761,96,0,37152,8704,1,48,4,0
346401,66,2,17952,18176,0,34,3,0
245552,16,1,13440,31072,0,6,0,0
51263,42,3,9536,16128,1,22,2,0
342223,73,1,10912,35424,0,38,3,0
112380,73,1,14304,18592,1,38,3,0
311970,40,2,22944,22112,0,20,2,0
433517,86,0,22944,20096,0,42,4,0
291933,42,3,12416,15968,0,22,2,0
44830,34,3,10048,36320,1,16,1,0
316181,44,4,6048,6240,0,23,2,0
45396,34,3,18144,24288,1,16,1,1
452984,81,4,17792,13088,0,41,4,1
221536,99,4,19584,2848,1,49,4,0
205620,96,0,25632,6016,1,48,4,0
248544,12,0,4864,22720,0,3,0,0
36574,22,4,16128,19264,1,13,1,0
49942,42,3,8320,16608,1,22,2,0
446896,80,1,4128,10720,0,40,4,0
333077,64,0,10592,35520,0,33,3,0
255054,15,1,13248,29856,0,4,0,0
162113,96,0,38976,4480,1,48,4,0
136452,73,1,19872,18304,1,38,3,0
138424,73,1,5472,40544,1,38,3,0
453583,81,4,24128,13344,0,41,4,0
283375,48,1,16096,22816,0,27,2,0
49330,42,3,9952,15840,1,22,2,1
233465,17,1,9472,28160,0,7,0,0
95131,73,1,1216,41504,1,38,3,0
359978,64,0,7712,43392,0,33,3,0
17028,15,1,9920,36576,1,4,0,0
44318,34,3,17856,25408,1,16,1,0
154312,75,4,1952,40032,1,39,3,0
234167,4,4,3936,18304,0,0,0,0
340169,73,1,11616,33920,0,38,3,0
103544,73,1,19456,16480,1,38,3,0
317865,68,1,19136,27520,0,36,3,0
407517,87,0,10720,3296,0,44,4,0
353403,60,3,15904,37664,0,30,3,0
385339,80,1,19872,9824,0,40,4,0
414529,99,4,27488,11648,0,49,4,0
374801,75,4,1632,20640,0,39,3,0
358599,66,2,5088,28192,0,34,3,0
30308,20,4,15616,30112,1,11,1,0
124545,73,1,3488,40160,1,38,3,0
429172,88,1,28672,13856,0,45,4,0
329902,60,3,11648,32448,0,30,3,0
34015,22,4,13504,16704,1,13,1,0
168674,96,0,32704,7776,1,48,4,0
290584,46,3,5152,8320,0,25,2,0
407471,96,0,22016,13856,0,48,4,0
76831,51,2,28768,14912,1,28,2,0
252231,9,1,15168,41504,0,1,0,0
262469,20,4,21664,26656,0,11,1,0
445813,92,1,30272,3936,0,47,4,0
329872,75,4,7904,16512,0,39,3,0
109131,73,1,16512,19168,1,38,3,0
440635,86,0,23200,18464,0,42,4,0
404863,80,1,19584,8000,0,40,4,1
332179,72,0,11328,45216,0,37,3,0
226495,99,4,20160,4512,1,49,4,0
45898,34,3,18336,25216,1,16,1,0
136295,73,1,5792,40448,1,38,3,0
99053,73,1,3136,42016,1,38,3,0
97930,73,1,5888,42304,1,38,3,0
445742,81,4,15648,18496,0,41,4,0
303080,42,3,22592,9536,0,22,2,0
169416,96,0,34816,11872,1,48,4,0
428185,92,1,22336,5760,0,47,4,0
144726,75,4,1664,40192,1,39,3,0
205817,96,0,25824,4320,1,48,4,0
354894,66,2,8992,36928,0,34,3,0
33378,22,4,12384,38784,1,13,1,0
118822,73,1,2400,42976,1,38,3,0
310598,40,2,25888,23104,0,20,2,0
405667,88,1,21440,6720,0,45,4,0
311523,40,2,6240,16864,0,20,2,1
435612,86,0,23808,20704,0,42,4,0
251733,4,4,17344,21344,0,0,0,0
3945,12,0,7072,27456,1,3,0,0
445764,89,3,31872,4160,0,46,4,0
36725,22,4,16128,20736,1,13,1,0
64612,51,2,16352,18720,1,28,2,0
76213,51,2,28608,14464,1,28,2,0
88428,52,1,22752,6976,1,29,2,0
3203,12,0,3296,26144,1,3,0,0
90842,62,2,18048,21344,1,32,3,0
312873,52,1,14048,16544,0,29,2,0
151229,75,4,2080,40576,1,39,3,0
378653,68,1,13536,30304,0,36,3,0
37407,22,4,15008,39136,1,13,1,0
243664,15,1,9504,33152,0,4,0,0
25732,17,2,11040,38112,1,8,0,0
140581,73,1,7776,41568,1,38,3,0
16892,15,1,9344,37024,1,4,0,0
315575,52,1,18336,9760,0,29,2,0
364910,64,0,9696,33568,0,33,3,0
389195,88,1,11264,8192,0,45,4,0
80514,51,2,29216,14080,1,28,2,0
338402,64,0,6816,34176,0,33,3,0
29468,17,4,5568,9344,1,9,0,0
85883,52,1,22880,9280,1,29,2,0
407736,86,4,17952,22304,0,43,4,0
313185,40,2,15008,5184,0,20,2,1
193797,96,0,37504,8832,1,48,4,0
165885,96,0,27200,5440,1,48,4,0
231739,16,1,7584,29568,0,6,0,0
432214,86,4,29120,7936,0,43,4,0
369786,60,3,10048,27200,0,30,3,0
245682,9,1,8736,35680,0,1,0,0
314583,44,4,8800,4832,0,23,2,0
160122,92,1,31424,17344,1,47,4,0
428270,81,4,25472,9728,0,41,4,0
179048,96,0,37216,6816,1,48,4,0
261470,20,2,12032,17696,0,10,1,0
290463,45,1,7584,7904,0,24,2,0
357393,67,4,19872,38560,0,35,3,0
79115,51,2,19616,17248,1,28,2,0
51975,44,4,7648,3520,1,23,2,0
247027,9,1,8928,28384,0,1,0,0
129681,73,1,19264,17504,1,38,3,0
406156,86,4,5056,20800,0,43,4,0
304585,52,1,9088,18240,0,29,2,0
412609,86,0,19264,18816,0,42,4,0
285935,45,1,26912,13984,0,24,2,0
130482,73,1,4384,39840,1,38,3,0
32024,20,4,16960,29664,1,11,1,0
401209,99,4,18528,10176,0,49,4,0
174864,96,0,25376,9952,1,48,4,0
204810,96,0,23488,10688,1,48,4,0
171643,96,0,33472,10336,1,48,4,0
380294,73,1,10560,19808,0,38,3,0
184611,96,0,26496,7552,1,48,4,0
260633,24,2,9696,18816,0,15,1,0
202690,96,0,32832,8224,1,48,4,0
69158,51,2,20032,17632,1,28,2,0
299353,42,3,24000,11040,0,22,2,0
257241,4,4,12704,29056,0,0,0,0
272189,22,4,16064,22304,0,13,1,0
146535,75,4,2144,40992,1,39,3,0
201104,96,0,38080,10272,1,48,4,0
37640,22,4,13536,38784,1,13,1,0
164739,96,0,36096,7680,1,48,4,0
47312,42,3,22080,7008,1,22,2,0
323929,73,1,19168,19648,0,38,3,0
12877,12,0,4320,24672,1,3,0,0
139478,73,1,2976,42144,1,38,3,0
420577,89,3,24832,7040,0,46,4,0
57421,51,2,31616,12928,1,28,2,0
392225,87,0,40480,3744,0,44,4,0
155265,89,3,25888,13632,1,46,4,0
88498,52,1,21376,9792,1,29,2,0
274494,20,4,19040,34752,0,11,1,0
426470,86,4,14368,16576,0,43,4,0
120988,73,1,2912,42560,1,38,3,0
435220,86,0,8480,13568,0,42,4,0
133712,73,1,1408,40512,1,38,3,1
91695,62,2,19296,20416,1,32,3,0
254896,15,2,14144,23520,0,5,0,0
114910,73,1,4480,42304,1,38,3,0
96904,73,1,14592,19360,1,38,3,0
272306,20,2,10656,40064,0,10,1,0
204948,96,0,24608,10688,1,48,4,0
340943,72,0,10016,46976,0,37,3,0
75518,51,2,17824,20608,1,28,2,0
429147,86,0,29760,12352,0,42,4,0
352241,67,4,14560,33760,0,35,3,0
30020,20,4,15648,29248,1,11,1,1
274185,22,4,1472,5024,0,13,1,0
91855,62,2,17152,21600,1,32,3,0
226540,99,4,21280,1696,1,49,4,0
161169,92,1,31360,17344,1,47,4,1
301782,42,3,27264,9728,0,22,2,0
368955,64,0,7040,43488,0,33,3,0
325748,66,2,18784,18240,0,34,3,0
149770,75,4,1440,40544,1,39,3,0
122509,73,1,1792,42656,1,38,3,0
113182,73,1,16256,18112,1,38,3,0
142011,75,4,7968,40864,1,39,3,0
307480,48,1,11136,5696,0,27,2,0
170887,96,0,22688,10720,1,48,4,0
297358,45,1,16416,9312,0,24,2,0
367895,66,2,7584,28064,0,34,3,0
248236,4,4,4992,22848,0,0,0,0
73267,51,2,17216,21280,1,28,2,0
336637,73,1,15168,36896,0,38,3,0
248230,9,1,7776,24736,0,1,0,0
208012,96,0,34144,6432,1,48,4,0
183316,96,0,22784,10848,1,48,4,0
135983,73,1,7616,41408,1,38,3,0
82319,51,2,19712,17440,1,28,2,0
329601,60,3,19680,39136,0,30,3,0
426663,87,0,37696,12448,0,44,4,0
128035,73,1,16320,18400,1,38,3,0
248635,4,4,14240,29088,0,0,0,0
48876,42,3,9728,16096,1,22,2,0
295185,51,2,27360,12224,0,28,2,1
284004,45,1,22240,12064,0,24,2,0
330641,62,2,12576,14624,0,32,3,0
71260,51,2,31776,12288,1,28,2,0
185776,96,0,33664,6944,1,48,4,0
403647,89,3,34304,6016,0,46,4,0
325215,68,1,4768,21248,0,36,3,1
249803,9,1,11200,29376,0,1,0,0
136008,73,1,3072,39136,1,38,3,0
318782,68,1,7456,28000,0,36,3,0
82181,51,2,19328,20672,1,28,2,1
313854,44,4,9024,12864,0,23,2,0
233645,10,4,13824,19296,0,2,0,0
281723,45,1,25056,16224,0,24,2,0
444197,88,1,32032,8096,0,45,4,0
268235,36,3,13344,30688,0,17,1,1
232542,4,4,7776,20544,0,0,0,0
78635,51,2,29376,14240,1,28,2,0
45249,34,3,17792,23424,1,16,1,0
367447,68,1,6976,26976,0,36,3,0
49986,42,3,8864,15840,1,22,2,0
77067,51,2,29696,13728,1,28,2,0
412912,89,3,25216,8480,0,46,4,0
453533,81,4,19968,12320,0,41,4,0
274261,38,2,12288,14912,0,18,1,0
126963,73,1,3008,42208,1,38,3,0
309535,45,1,21824,10528,0,24,2,0
359349,68,1,11904,33376,0,36,3,1
180599,96,0,20768,8000,1,48,4,0
